Policy_ID,Applicant_ID,Coverage_Amount,Decision,Property_Type,Application_Date
POL-204693,TG-105314,6842.0,Denied,Condo,2023-03-27
POL-204694,TG-104467,11147.0,Approved, apartment ,2023-11-14
POL-204695,TG-108876,16908.0,Pending,Townhouse,2023-03-22
POL-204696,TG-109235,18349.0, approved , apartment ,2024-06-07
POL-204697,TG-107444,24335.0,Pending,Townhouse,2023-07-28
POL-204698,TG-107563,19649.0,Approved,Apartment,2025-04-07
POL-204699,TG-102147,10863.0,Approved,Condo,2023-06-09
POL-204700,TG-106507,11039.0,Denied, apartment ,2024-07-03
POL-204701,TG-101620,18342.0,Pending, apartment ,2023-12-01
POL-204702,TG-102450,6786.0,Pending,Apartment,2024-02-05
POL-204703,TG-101380,13188.0, approved ,Apartment,2024-08-23
POL-204704,TG-104353,17692.0, approved , apartment ,2024-10-11
POL-204705,TG-101444,8394.0,Pending,Townhouse,2025-02-20
POL-204706,TG-109084,,Denied,Condo,2025-05-04
POL-204707,TG-105375,,Approved,Townhouse,2024-10-27
POL-204708,TG-104100,8666.0, approved ,Townhouse,2024-11-28
POL-204709,TG-110019,13332.0,Denied, apartment ,2024-10-20
POL-204710,TG-108505,10946.0,Approved,Townhouse,2023-03-09
POL-204711,TG-103535,24648.0,Approved,Townhouse,2023-11-14
POL-204712,TG-100652,9645.0,Denied,Condo,2024-12-16
POL-204713,TG-101372,15888.0,Approved,Apartment,2024-03-23
POL-204714,TG-105777,9564.0,Approved,Condo,2025-01-17
POL-204715,TG-102951,7752.0,Denied,Condo,2025-05-16
POL-204716,TG-109391,16335.0, approved , apartment ,2023-09-02
POL-204717,TG-101132,22945.0,Approved, apartment ,2023-03-01
POL-204718,TG-106270,10211.0,Approved,Apartment,2023-09-08
POL-204719,TG-103122,18403.0,Denied,Condo,2023-03-30
POL-204720,TG-102616,15065.0,Approved,Condo,2024-03-20
POL-204721,TG-107722,16808.0, approved , apartment ,2023-04-29
POL-204722,TG-103113,17124.0, approved ,Townhouse,2024-04-09
POL-204723,TG-101524,16486.0,Pending,Apartment,2024-09-18
POL-204724,TG-106229,,Denied, apartment ,2024-09-15
POL-204725,TG-104456,19325.0, approved ,Apartment,2023-02-26
POL-204726,TG-103050,13506.0,Denied,Apartment,2023-11-13
POL-204727,TG-109441,24154.0,Denied,Apartment,2024-11-13
POL-204728,TG-108886,6285.0, approved ,Townhouse,2025-01-29
POL-204729,TG-106341,11035.0,Denied,Condo,2024-11-04
POL-204730,TG-105802,10749.0,Approved, apartment ,2025-01-28
POL-204731,TG-107995,18596.0,Pending,Apartment,2023-06-29
POL-204732,TG-101704,20540.0,Pending,Condo,2023-05-03
POL-204733,TG-106874,19580.0,Denied, apartment ,2023-01-13
POL-204734,TG-100333,15402.0,Denied,Condo,2024-12-25
POL-204735,TG-104176,18849.0, approved ,Condo,2023-05-21
POL-204736,TG-102243,16542.0, approved ,Condo,2024-12-19
POL-204737,TG-101484,20258.0,Denied,Townhouse,2023-01-12
POL-204738,TG-105301,11063.0,Denied,Apartment,2023-06-17
POL-204739,TG-107040,20510.0, approved ,Apartment,2024-05-23
POL-204740,TG-100232,24762.0,Approved,Condo,2023-12-22
POL-204741,TG-102114,18168.0,Denied,Townhouse,2024-06-19
POL-204742,TG-103886,9458.0,Pending,Condo,2024-06-13
POL-204743,TG-108536,20593.0,Denied,Apartment,2025-03-12
POL-204744,TG-109577,16825.0,Denied,Apartment,2025-04-22
POL-204745,TG-107787,24135.0,Pending,Townhouse,2025-01-08
POL-204746,TG-109274,13274.0, approved ,Apartment,2023-09-23
POL-204747,TG-106528,5620.0,Pending,Apartment,2023-06-20
POL-204748,TG-104365,21041.0,Approved,Condo,2024-01-16
POL-204749,TG-109597,11595.0,Pending, apartment ,2023-05-10
POL-204750,TG-105116,20856.0, approved ,Apartment,2025-02-06
POL-204751,TG-106695,15091.0, approved ,Apartment,2025-03-10
POL-204752,TG-107618,6905.0,Denied,Apartment,2025-06-13
POL-204753,TG-107944,6512.0, approved ,Townhouse,2023-10-03
POL-204754,TG-100836,9894.0,Pending, apartment ,2025-01-20
POL-204755,TG-108600,17581.0,Denied,Condo,2023-05-01
POL-204756,TG-102751,14493.0,Approved,Apartment,2025-02-28
POL-204757,TG-108507,9308.0,Approved,Apartment,2023-01-31
POL-204758,TG-109760,18426.0,Pending,Townhouse,2023-12-10
POL-204759,TG-104356,6186.0,Approved,Townhouse,2025-04-06
POL-204760,TG-103174,8707.0, approved , apartment ,2024-03-15
POL-204761,TG-108010,8420.0,Denied,Townhouse,2023-10-06
POL-204762,TG-106816,17560.0,Approved,Townhouse,2024-06-20
POL-204763,TG-104327,5995.0,Approved,Townhouse,2023-03-07
POL-204764,TG-109610,23495.0,Approved, apartment ,2023-09-27
POL-204765,TG-106011,10627.0,Approved,Townhouse,2024-12-30
POL-204766,TG-109672,14750.0,Denied,Apartment,2024-08-13
POL-204767,TG-105137,17873.0,Denied,Condo,2024-10-04
POL-204768,TG-103723,19948.0,Denied,Condo,2023-03-20
POL-204769,TG-102790,17698.0,Denied,Townhouse,2024-05-23
POL-204770,TG-107254,8237.0,Approved, apartment ,2024-04-11
POL-204771,TG-104913,15553.0,Approved,Condo,2024-06-07
POL-204772,TG-108359,21837.0,Approved,Townhouse,2024-01-04
POL-204773,TG-102508,,Pending,Condo,2023-02-26
POL-204774,TG-100418,9845.0,Approved,Condo,2024-05-26
POL-204775,TG-109656,15367.0,Pending,Apartment,2025-05-29
POL-204776,TG-101719,16357.0, approved ,Apartment,2024-08-03
POL-204777,TG-102146,22153.0,Approved, apartment ,2023-06-20
POL-204778,TG-107254,16256.0,Pending,Apartment,2024-01-12
POL-204779,TG-100526,5445.0,Approved, apartment ,2023-06-11
POL-204780,TG-106279,9796.0,Pending,Townhouse,2023-09-19
POL-204781,TG-102240,24103.0, approved , apartment ,2025-03-02
POL-204782,TG-103494,23949.0, approved ,Apartment,2023-04-16
POL-204783,TG-101376,8897.0,Approved,Condo,2024-08-10
POL-204784,TG-110004,19441.0, approved , apartment ,2024-11-21
POL-204785,TG-108542,24542.0,Denied,Apartment,2025-01-10
POL-204786,TG-101705,9725.0, approved , apartment ,2023-04-29
POL-204787,TG-101680,19108.0, approved , apartment ,2023-08-22
POL-204788,TG-109536,13440.0, approved , apartment ,2025-01-28
POL-204789,TG-106040,5893.0,Approved,Apartment,2024-06-05
POL-204790,TG-105305,24254.0,Denied,Townhouse,2023-01-03
POL-204791,TG-103829,20146.0,Approved,Apartment,2023-02-15
POL-204792,TG-106961,13407.0,Denied,Townhouse,2025-05-29
POL-204793,TG-107443,14909.0,Pending,Condo,2025-06-02
POL-204794,TG-106141,11412.0, approved ,Apartment,2023-01-13
POL-204795,TG-109562,11027.0,Pending,Condo,2023-09-08
POL-204796,TG-106538,12570.0,Denied,Apartment,2023-02-17
POL-204797,TG-105966,9561.0,Denied,Apartment,2024-04-28
POL-204798,TG-109844,16022.0,Pending,Apartment,2024-01-08
POL-204799,TG-106245,24531.0,Denied,Townhouse,2024-01-28
POL-204800,TG-106079,8181.0,Pending,Condo,2023-06-03
POL-204801,TG-106285,23890.0,Pending,Townhouse,2023-07-03
POL-204802,TG-103652,22059.0,Denied,Townhouse,2025-05-28
POL-204803,TG-103273,18434.0,Denied,Apartment,2023-02-06
POL-204804,TG-102125,6310.0, approved ,Condo,2024-07-20
POL-204805,TG-107926,10678.0,Denied,Condo,2025-04-02
POL-204806,TG-102041,8677.0,Pending,Condo,2025-01-01
POL-204807,TG-107393,,Approved, apartment ,2025-01-28
POL-204808,TG-109424,20885.0,Pending,Townhouse,2024-11-02
POL-204809,TG-105659,11842.0,Approved, apartment ,2024-03-05
POL-204810,TG-100037,8094.0,Pending, apartment ,2023-08-18
POL-204811,TG-107518,13518.0, approved ,Apartment,2023-11-26
POL-204812,TG-102547,8015.0,Denied,Apartment,2023-09-12
POL-204813,TG-105691,8523.0,Pending,Apartment,2024-03-02
POL-204814,TG-109966,15951.0, approved ,Condo,2025-01-07
POL-204815,TG-102292,23506.0,Denied,Apartment,2023-11-24
POL-204816,TG-104601,18335.0,Approved, apartment ,2023-10-05
POL-204817,TG-105400,20824.0,Denied,Apartment,2025-04-25
POL-204818,TG-102354,18073.0,Denied,Apartment,2023-03-21
POL-204819,TG-105774,14364.0,Denied,Apartment,2024-08-08
POL-204820,TG-108958,6964.0,Pending,Condo,2024-01-17
POL-204821,TG-102492,10200.0,Denied,Condo,2023-05-03
POL-204822,TG-102912,17692.0,Pending, apartment ,2024-05-29
POL-204823,TG-109236,18014.0, approved ,Condo,2024-11-20
POL-204824,TG-109276,9267.0,Approved,Apartment,2023-02-23
POL-204825,TG-104631,24273.0,Pending,Apartment,2023-07-03
POL-204826,TG-100216,20197.0,Approved, apartment ,2023-08-17
POL-204827,TG-107202,23723.0,Denied,Townhouse,2025-04-03
POL-204828,TG-104374,24359.0, approved ,Townhouse,2024-06-12
POL-204829,TG-109411,19490.0,Denied,Condo,2023-02-17
POL-204830,TG-108175,13695.0,Approved,Townhouse,2024-02-15
POL-204831,TG-107222,16584.0, approved ,Townhouse,2023-03-12
POL-204832,TG-106295,17496.0,Pending,Townhouse,2025-06-17
POL-204833,TG-101753,8272.0,Denied,Apartment,2024-04-21
POL-204834,TG-102364,23641.0, approved ,Condo,2025-06-05
POL-204835,TG-102776,11493.0,Pending, apartment ,2023-10-17
POL-204836,TG-103653,23378.0,Pending,Apartment,2025-03-03
POL-204837,TG-100891,16767.0,Pending,Condo,2025-05-15
POL-204838,TG-104707,18545.0, approved ,Condo,2023-11-15
POL-204839,TG-102273,13166.0, approved ,Condo,2023-12-02
POL-204840,TG-101895,9046.0,Approved, apartment ,2023-03-30
POL-204841,TG-109986,18375.0,Approved, apartment ,2024-07-20
POL-204842,TG-109231,23787.0,Pending,Apartment,2024-04-12
POL-204843,TG-109200,23315.0,Approved,Apartment,2023-01-09
POL-204844,TG-101172,19574.0,Pending, apartment ,2024-01-13
POL-204845,TG-102690,14177.0,Pending,Apartment,2023-07-25
POL-204846,TG-107789,16184.0, approved ,Townhouse,2023-10-26
POL-204847,TG-101513,20365.0,Denied,Apartment,2024-07-31
POL-204848,TG-100632,13641.0, approved ,Townhouse,2025-03-14
POL-204849,TG-109619,6727.0,Approved,Townhouse,2023-11-08
POL-204850,TG-102465,16670.0,Approved,Condo,2025-01-27
POL-204851,TG-104269,10379.0,Pending,Townhouse,2024-09-29
POL-204852,TG-109159,7917.0,Pending,Townhouse,2023-09-06
POL-204853,TG-102163,15729.0,Approved, apartment ,2024-04-20
POL-204854,TG-108347,21072.0,Denied,Townhouse,2024-01-13
POL-204855,TG-100292,17306.0,Approved, apartment ,2024-08-28
POL-204856,TG-106972,12936.0,Pending, apartment ,2024-05-20
POL-204857,TG-101176,8700.0, approved ,Townhouse,2025-03-02
POL-204858,TG-106859,24014.0,Denied,Condo,2025-03-05
POL-204859,TG-103987,18553.0, approved ,Townhouse,2023-07-20
POL-204860,TG-108182,6348.0, approved ,Townhouse,2025-01-20
POL-204861,TG-109632,24590.0, approved ,Apartment,2024-07-13
POL-204862,TG-100356,18317.0,Approved,Condo,2025-02-17
POL-204863,TG-108486,23923.0, approved ,Townhouse,2025-03-26
POL-204864,TG-102443,22414.0, approved , apartment ,2023-09-09
POL-204865,TG-104301,11749.0,Pending,Apartment,2023-06-04
POL-204866,TG-103069,20791.0, approved ,Condo,2023-01-07
POL-204867,TG-107409,20904.0, approved ,Apartment,2024-02-24
POL-204868,TG-106033,17473.0,Pending,Townhouse,2023-01-25
POL-204869,TG-105321,11719.0,Denied,Apartment,2023-08-27
POL-204870,TG-104880,22923.0,Denied,Condo,2024-07-08
POL-204871,TG-102111,11651.0,Pending,Townhouse,2023-12-21
POL-204872,TG-105531,14124.0,Approved,Condo,2024-10-13
POL-204873,TG-108676,5068.0,Approved,Townhouse,2025-05-09
POL-204874,TG-105920,6822.0,Denied,Townhouse,2024-12-11
POL-204875,TG-105844,8879.0,Denied,Townhouse,2025-06-17
POL-204876,TG-103178,13620.0, approved ,Condo,2023-01-10
POL-204877,TG-100320,19293.0, approved ,Apartment,2023-12-10
POL-204878,TG-105359,15024.0,Approved, apartment ,2023-01-02
POL-204879,TG-105785,16719.0,Approved, apartment ,2025-02-16
POL-204880,TG-104072,15399.0, approved ,Condo,2024-11-04
POL-204881,TG-109157,8407.0,Pending,Apartment,2024-01-21
POL-204882,TG-102850,14613.0, approved ,Townhouse,2025-05-19
POL-204883,TG-107857,13623.0,Pending,Townhouse,2025-01-25
POL-204884,TG-105476,23019.0,Approved,Townhouse,2025-01-14
POL-204885,TG-102210,23501.0, approved , apartment ,2023-11-11
POL-204886,TG-106410,7058.0,Pending,Apartment,2023-04-17
POL-204887,TG-102713,16536.0,Pending,Apartment,2023-07-30
POL-204888,TG-101801,15654.0,Approved,Condo,2024-06-26
POL-204889,TG-105549,24104.0, approved ,Condo,2023-09-01
POL-204890,TG-108338,5513.0, approved ,Townhouse,2024-03-05
POL-204891,TG-106819,5741.0,Approved,Apartment,2024-05-18
POL-204892,TG-109972,21932.0,Pending,Apartment,2023-03-03
POL-204893,TG-100873,7945.0,Pending,Condo,2023-05-26
POL-204894,TG-101143,7266.0,Denied,Apartment,2024-12-29
POL-204895,TG-108465,21908.0,Pending, apartment ,2023-10-14
POL-204896,TG-101840,23051.0,Approved,Apartment,2023-04-06
POL-204897,TG-107428,21754.0,Pending,Townhouse,2023-02-14
POL-204898,TG-101690,22959.0, approved ,Condo,2023-08-26
POL-204899,TG-109970,10648.0,Denied,Condo,2025-05-15
POL-204900,TG-104732,17582.0,Denied,Townhouse,2024-06-16
POL-204901,TG-100360,14942.0,Approved,Condo,2024-02-27
POL-204902,TG-107950,24366.0, approved ,Townhouse,2024-12-18
POL-204903,TG-108531,8171.0,Denied,Townhouse,2024-01-17
POL-204904,TG-101061,16491.0,Approved,Condo,2024-04-14
POL-204905,TG-101526,24050.0,Approved,Condo,2025-02-04
POL-204906,TG-101899,6348.0, approved ,Townhouse,2023-03-28
POL-204907,TG-106438,24064.0,Pending, apartment ,2024-08-17
POL-204908,TG-109589,12965.0, approved , apartment ,2023-04-08
POL-204909,TG-101005,23246.0,Denied,Condo,2024-06-01
POL-204910,TG-109584,24261.0,Denied,Townhouse,2023-05-17
POL-204911,TG-109778,11076.0,Pending,Apartment,2024-10-14
POL-204912,TG-108997,12425.0,Approved, apartment ,2025-04-19
POL-204913,TG-102138,18927.0,Pending,Condo,2024-02-08
POL-204914,TG-106562,8369.0,Denied,Townhouse,2023-03-18
POL-204915,TG-107263,12772.0,Denied,Townhouse,2024-08-29
POL-204916,TG-109224,10293.0,Denied,Apartment,2024-08-04
POL-204917,TG-100683,13824.0,Pending,Townhouse,2023-03-05
POL-204918,TG-100007,6930.0,Pending,Townhouse,2024-03-21
POL-204919,TG-109799,15054.0, approved ,Condo,2024-11-09
POL-204920,TG-102072,5146.0,Approved,Apartment,2023-05-14
POL-204921,TG-108095,20928.0,Pending,Townhouse,2023-08-31
POL-204922,TG-103593,20935.0,Denied, apartment ,2023-10-26
POL-204923,TG-102927,19245.0, approved , apartment ,2023-09-25
POL-204924,TG-106636,7566.0,Approved, apartment ,2025-05-21
POL-204925,TG-107637,10365.0, approved ,Apartment,2023-11-19
POL-204926,TG-106142,14379.0,Approved,Condo,2025-03-31
POL-204927,TG-104988,24469.0,Pending,Apartment,2024-02-07
POL-204928,TG-108074,7647.0,Pending, apartment ,2024-12-18
POL-204929,TG-100751,6903.0,Approved,Townhouse,2025-05-01
POL-204930,TG-109512,21550.0,Approved, apartment ,2025-01-23
POL-204931,TG-101423,,Denied,Townhouse,2023-12-01
POL-204932,TG-103224,5921.0,Approved,Apartment,2023-11-22
POL-204933,TG-103613,14457.0,Approved,Townhouse,2024-04-08
POL-204934,TG-106091,6784.0,Pending,Apartment,2023-10-06
POL-204935,TG-106824,18000.0,Approved, apartment ,2023-08-28
POL-204936,TG-106894,16579.0,Denied,Condo,2023-03-18
POL-204937,TG-104540,15375.0,Pending,Condo,2023-07-27
POL-204938,TG-106192,23213.0,Pending,Apartment,2023-05-20
POL-204939,TG-108025,19762.0,Pending,Condo,2025-03-09
POL-204940,TG-103403,7652.0,Pending, apartment ,2025-02-27
POL-204941,TG-102345,11613.0,Pending, apartment ,2024-08-21
POL-204942,TG-104728,20957.0,Denied, apartment ,2023-04-22
POL-204943,TG-104158,17192.0,Pending,Townhouse,2023-06-09
POL-204944,TG-103422,23792.0,Pending, apartment ,2023-04-19
POL-204945,TG-105541,15270.0,Denied,Townhouse,2023-06-18
POL-204946,,11862.0, approved ,Condo,2024-04-05
POL-204947,TG-104608,13480.0,Approved,Apartment,2024-04-22
POL-204948,TG-101370,24525.0,Denied,Condo,2023-11-18
POL-204949,TG-108873,5853.0,Denied, apartment ,2024-02-21
POL-204950,TG-104611,13849.0,Denied,Apartment,2023-05-04
POL-204951,TG-101693,21631.0, approved ,Condo,2024-07-02
POL-204952,TG-107675,13667.0, approved ,Condo,2024-01-02
POL-204953,TG-109599,6361.0,Denied,Apartment,2025-02-27
POL-204954,TG-109252,12173.0,Denied,Condo,2023-08-01
POL-204955,TG-103942,22910.0,Pending,Townhouse,2024-04-07
POL-204956,TG-109562,6241.0, approved ,Townhouse,2023-11-12
POL-204957,TG-100264,18358.0,Pending,Townhouse,2024-04-19
POL-204958,TG-105852,6566.0, approved , apartment ,2023-09-29
POL-204959,TG-100748,23272.0, approved , apartment ,2025-05-22
POL-204960,TG-109229,16484.0, approved ,Condo,2023-05-03
POL-204961,TG-107563,18626.0,Pending,Condo,2023-04-03
POL-204962,TG-108263,5086.0,Approved, apartment ,2023-06-11
POL-204963,TG-106469,23583.0,Denied,Condo,2025-04-06
POL-204964,TG-104027,24332.0, approved ,Condo,2024-12-03
POL-204965,TG-107638,12370.0,Approved,Condo,2023-11-08
POL-204966,TG-103966,11648.0,Pending,Apartment,2025-04-26
POL-204967,TG-103318,10770.0,Pending,Townhouse,2024-12-22
POL-204968,TG-102896,22740.0, approved ,Apartment,2024-12-14
POL-204969,TG-108000,,Denied, apartment ,2024-09-09
POL-204970,,8890.0,Pending, apartment ,2023-02-11
POL-204971,TG-105104,19436.0,Denied,Townhouse,2023-08-09
POL-204972,TG-108054,17895.0, approved ,Apartment,2025-05-05
POL-204973,TG-102096,22079.0,Denied,Apartment,2025-05-27
POL-204974,TG-107757,,Denied,Townhouse,2023-12-02
POL-204975,TG-100911,13577.0,Pending, apartment ,2023-06-01
POL-204976,TG-104730,22736.0,Denied, apartment ,2023-04-04
POL-204977,TG-101004,11647.0,Approved,Condo,2024-12-29
POL-204978,TG-107215,13551.0,Denied, apartment ,2023-09-12
POL-204979,TG-106572,12276.0,Denied,Townhouse,2023-12-31
POL-204980,TG-102457,7232.0, approved , apartment ,2024-02-10
POL-204981,TG-106710,16916.0,Denied,Townhouse,2024-06-09
POL-204982,TG-103168,8308.0,Pending,Condo,2023-02-20
POL-204983,TG-102571,22240.0, approved ,Apartment,2024-11-24
POL-204984,TG-101726,5900.0,Approved,Condo,2023-11-03
POL-204985,,23925.0,Approved,Townhouse,2023-09-24
POL-204986,TG-101666,8720.0,Denied,Apartment,2025-04-19
POL-204987,TG-108963,20408.0,Denied,Condo,2023-06-28
POL-204988,TG-105390,16922.0,Denied,Condo,2023-02-01
POL-204989,TG-107387,14220.0,Approved,Apartment,2024-02-19
POL-204990,TG-100558,5898.0,Approved,Townhouse,2025-05-25
POL-204991,TG-102893,15026.0,Pending,Townhouse,2024-04-08
POL-204992,TG-104136,9179.0, approved ,Apartment,2024-07-23
POL-204993,TG-101989,5916.0,Pending,Apartment,2025-02-05
POL-204994,TG-100220,11034.0, approved ,Townhouse,2024-07-17
POL-204995,TG-101423,14549.0,Approved,Townhouse,2023-09-13
POL-204996,TG-109441,16585.0,Approved,Apartment,2023-04-07
POL-204997,TG-108785,16999.0,Denied,Condo,2024-04-18
POL-204998,TG-102600,15660.0,Approved, apartment ,2023-04-15
POL-204999,TG-106574,6388.0,Denied,Apartment,2025-04-03
POL-205000,TG-108109,21295.0,Denied, apartment ,2025-03-23
POL-205001,TG-108009,17586.0,Approved,Condo,2023-05-24
POL-205002,TG-100230,11126.0,Pending,Condo,2023-05-05
POL-205003,TG-109123,7980.0,Pending,Townhouse,2023-01-13
POL-205004,TG-109742,6868.0,Denied,Townhouse,2023-03-05
POL-205005,TG-105363,14619.0, approved ,Condo,2025-04-30
POL-205006,TG-107068,10691.0, approved , apartment ,2025-03-10
POL-205007,TG-107481,23009.0, approved ,Apartment,2023-08-16
POL-205008,TG-100732,21164.0,Approved,Apartment,2023-05-14
POL-205009,TG-101813,22472.0,Pending,Apartment,2023-07-22
POL-205010,TG-104406,15281.0,Denied, apartment ,2025-04-23
POL-205011,TG-105701,16343.0,Denied,Townhouse,2024-02-15
POL-205012,TG-104795,6914.0,Approved,Condo,2024-01-17
POL-205013,TG-107909,19305.0, approved ,Condo,2024-12-03
POL-205014,TG-101663,12464.0, approved , apartment ,2024-10-07
POL-205015,TG-102564,14879.0,Approved,Apartment,2024-10-22
POL-205016,TG-102699,17324.0,Approved, apartment ,2023-03-28
POL-205017,TG-103530,12417.0,Denied, apartment ,2024-08-19
POL-205018,TG-102775,14258.0,Pending,Apartment,2024-08-23
POL-205019,TG-104392,17530.0,Pending,Condo,2023-09-23
POL-205020,TG-109950,24320.0,Pending,Apartment,2025-04-12
POL-205021,TG-101287,6159.0, approved ,Townhouse,2023-03-18
POL-205022,TG-108321,,Denied,Condo,2023-01-23
POL-205023,TG-104700,9431.0,Denied,Townhouse,2023-03-08
POL-205024,TG-103001,21368.0,Approved, apartment ,2023-07-22
POL-205025,TG-104132,21106.0,Approved,Townhouse,2024-10-23
POL-205026,TG-109935,12802.0,Denied,Townhouse,2024-03-30
POL-205027,TG-108232,10128.0,Denied,Condo,2025-04-08
POL-205028,TG-109251,21104.0,Approved, apartment ,2023-05-12
POL-205029,TG-103277,8878.0,Pending, apartment ,2023-04-05
POL-205030,TG-109291,22280.0, approved ,Apartment,2025-05-17
POL-205031,TG-107030,13879.0,Pending,Townhouse,2025-04-29
POL-205032,TG-104698,6454.0,Pending,Townhouse,2025-04-08
POL-205033,TG-102834,16438.0, approved , apartment ,2023-12-06
POL-205034,TG-100309,10822.0,Approved,Townhouse,2023-05-06
POL-205035,TG-104428,11393.0, approved , apartment ,2023-02-13
POL-205036,TG-102972,22162.0,Pending,Townhouse,2024-04-17
POL-205037,TG-108178,19512.0,Denied, apartment ,2023-02-21
POL-205038,TG-104284,19376.0,Denied,Apartment,2023-06-22
POL-205039,TG-100695,14314.0,Approved,Condo,2024-08-10
POL-205040,TG-108313,11479.0, approved ,Apartment,2024-03-19
POL-205041,TG-109165,18553.0,Pending,Townhouse,2025-04-21
POL-205042,TG-104742,14231.0,Denied, apartment ,2025-01-11
POL-205043,TG-102672,,Approved,Apartment,2024-02-09
POL-205044,TG-103988,5352.0,Pending,Townhouse,2024-05-23
POL-205045,TG-106795,,Denied,Townhouse,2023-01-31
POL-205046,TG-100734,8380.0,Pending,Condo,2024-01-27
POL-205047,TG-103462,22367.0,Approved, apartment ,2024-11-30
POL-205048,TG-105548,5000.0,Denied,Condo,2024-03-12
POL-205049,TG-101954,20004.0,Approved, apartment ,2023-06-26
POL-205050,TG-106697,5397.0,Denied,Townhouse,2023-12-29
POL-205051,TG-105921,19079.0,Denied,Condo,2023-08-08
POL-205052,TG-101973,21023.0,Denied,Townhouse,2023-07-11
POL-205053,TG-108165,21478.0,Pending, apartment ,2023-10-09
POL-205054,TG-103151,22052.0,Approved,Apartment,2023-10-14
POL-205055,TG-106431,20752.0,Approved, apartment ,2024-04-01
POL-205056,TG-107118,11819.0,Pending,Townhouse,2023-06-02
POL-205057,TG-100011,11730.0,Approved, apartment ,2023-02-05
POL-205058,TG-109228,22807.0,Pending, apartment ,2024-09-20
POL-205059,TG-104462,8848.0,Denied,Apartment,2024-09-26
POL-205060,TG-106607,15420.0,Pending,Townhouse,2024-09-23
POL-205061,TG-104396,5609.0, approved , apartment ,2023-09-09
POL-205062,TG-107800,11730.0,Pending,Condo,2024-10-24
POL-205063,TG-107638,17754.0,Pending,Apartment,2023-10-30
POL-205064,TG-104200,17999.0, approved ,Apartment,2024-05-25
POL-205065,TG-108160,,Denied,Condo,2024-02-26
POL-205066,TG-103653,8450.0,Denied,Townhouse,2024-07-17
POL-205067,TG-102077,6903.0,Pending, apartment ,2024-05-05
POL-205068,TG-105762,12158.0,Denied,Condo,2023-03-04
POL-205069,TG-102669,16219.0, approved ,Townhouse,2023-03-31
POL-205070,TG-103425,19120.0,Denied,Apartment,2023-10-14
POL-205071,TG-100579,17298.0,Denied,Condo,2024-01-28
POL-205072,TG-105116,5140.0,Denied, apartment ,2023-05-21
POL-205073,TG-108454,8280.0,Pending,Townhouse,2024-03-05
POL-205074,TG-104177,16050.0,Denied,Apartment,2023-07-24
POL-205075,TG-102858,8505.0, approved , apartment ,2024-10-20
POL-205076,TG-102018,15123.0,Approved,Apartment,2025-03-27
POL-205077,TG-105953,18128.0,Approved,Condo,2024-06-22
POL-205078,TG-108237,10846.0,Pending,Apartment,2023-09-13
POL-205079,TG-106724,23726.0,Denied,Townhouse,2024-10-07
POL-205080,TG-103714,22544.0,Denied, apartment ,2025-04-01
POL-205081,TG-100930,9824.0,Approved,Townhouse,2024-07-10
POL-205082,TG-105490,13571.0, approved , apartment ,2025-03-24
POL-205083,TG-109974,23062.0,Denied,Condo,2023-01-20
POL-205084,TG-100247,15754.0,Pending, apartment ,2024-01-27
POL-205085,TG-109547,12673.0, approved ,Condo,2025-03-11
POL-205086,TG-101218,22928.0,Approved, apartment ,2024-12-31
POL-205087,TG-101738,12456.0,Pending, apartment ,2024-01-03
POL-205088,TG-109861,12991.0,Approved,Apartment,2024-05-06
POL-205089,TG-101787,6989.0,Pending,Apartment,2024-07-11
POL-205090,TG-103213,21463.0,Pending, apartment ,2025-03-11
POL-205091,TG-101519,15685.0,Denied, apartment ,2024-05-11
POL-205092,TG-107638,10007.0,Denied, apartment ,2023-12-19
POL-205093,TG-108425,11156.0,Denied,Townhouse,2024-08-02
POL-205094,TG-105891,20210.0,Denied,Townhouse,2024-05-29
POL-205095,TG-108562,7121.0,Denied,Apartment,2023-11-26
POL-205096,TG-107558,23953.0,Approved,Condo,2024-02-02
POL-205097,TG-105658,23995.0,Pending, apartment ,2023-10-04
POL-205098,TG-101730,15095.0,Pending,Apartment,2023-07-04
POL-205099,TG-108834,14933.0,Denied,Condo,2023-01-27
POL-205100,TG-100031,8168.0, approved ,Apartment,2023-11-23
POL-205101,TG-103503,16116.0,Pending,Townhouse,2024-09-03
POL-205102,TG-109706,16432.0,Pending,Townhouse,2023-08-13
POL-205103,TG-102441,15139.0,Denied, apartment ,2023-01-31
POL-205104,TG-108958,19805.0,Pending,Apartment,2025-04-10
POL-205105,TG-107549,13142.0, approved , apartment ,2025-03-08
POL-205106,TG-108725,10264.0,Pending,Condo,2023-10-15
POL-205107,TG-107539,15316.0,Pending,Condo,2023-03-01
POL-205108,TG-106591,7125.0,Pending, apartment ,2025-04-08
POL-205109,TG-106045,10992.0,Pending,Townhouse,2024-04-28
POL-205110,TG-101448,22114.0,Denied,Townhouse,2024-06-26
POL-205111,TG-103494,8105.0, approved , apartment ,2024-01-02
POL-205112,TG-108265,23644.0,Denied,Townhouse,2025-02-24
POL-205113,TG-109083,11399.0,Pending,Townhouse,2024-08-21
POL-205114,TG-108918,11150.0,Denied,Apartment,2023-08-27
POL-205115,TG-102564,18602.0, approved ,Apartment,2023-06-13
POL-205116,TG-105072,20730.0,Denied,Townhouse,2023-04-13
POL-205117,TG-102397,22646.0, approved ,Condo,2023-09-11
