,app_id,property_id,app_date,employment_status,income,credit_score,previously_evicted,has_cosigner,approval_status,premium,monthly_rent,tenants,notes
4085,5101386,99,2020-12-06,Unemployed,122199,,No,Yes,Approved,2491.32,3194,1,
4086,5101475,1327,2023-04-04,Unemployed,72234,693.0,No,Yes,Withdrawn,2515.5,3225,5,income verified via Plaid
4087,5101507,1212,2024-05-25,Student,197807,,No,Yes,Withdrawn,1212.12,1443,1,Co-signer pending review.
4088,5103209,1261,2023-01-14,Self-Employed,82611,521.0,No,Yes,Approved,1510.08,0,2,Co-signer pending review.
4089,5103646,1052,2023-01-22,Part-Time,87439,773.0,No,No,Denied,2293.5,3475,3,Co-signer pending review.
4090,5104138,1588,2023-08-08,Self-Employed,126390,753.0,No,Yes,Approved,9903.6,11790,5,.
4091,5105297,1781,2023-12-09,Self-Employed,47581,683.0,No,Yes,Approved,1970.64,2346,1,Flagged for manual review.
4092,5105414,1440,2024-04-17,Self-Employed,304878,733.0,No,Yes,Approved,1063.92,1612,2,Flagged for manual review.
4093,5106122,1129,2024-12-08,Self-Employed,78745,,Yes,Yes,Under Review,1898.4,3164,1,docs expired
4094,5106165,478,2022-07-22,Self-Employed,85418,760.0,No,No,Under Review,1814.4,3024,3,
4095,5107561,89,2023-03-29,Retired,286669,710.0,Yes,No,Denied,2113.32,3202,4,.
4096,5108222,350,2024-09-14,Full-Time,58120,805.0,Yes,No,Approved,9661.68,11502,5,Renewal case.
4097,5108358,923,2020-12-28,Unemployed,45437,812.0,Yes,No,Under Review,2178.6,3631,5,Renewal case.
4098,5110259,851,2020-03-08,Student,114358,788.0,Yes,No,Under Review,1887.36,1966,4,
4099,5112546,1743,2024-08-29,Contract,140509,760.0,No,Yes,Denied,1062.72,1107,5,Renewal case.
4100,5114727,549,2022-05-27,Full-Time,70286,370.0,No,Yes,Denied,1958.88,2968,1,
4101,5114772,889,2021-08-27,Full-Time,82239,673.0,No,No,Pending,2694.0,4490,3,Applicant follow-up needed
4102,5117117,665,2023-09-22,Part-Time,37815,684.0,No,No,Approved,2694.12,4082,4,Applicant follow-up needed
4103,5117348,729,2022-11-13,Contract,891000,660.0,No,No,Approved,1617.72,2074,4,Applicant provided pay stubs.
4104,5117470,24,2020-04-01,Unemployed,252392,750.0,Yes,No,Under Review,2315.04,2968,3,Referred by agent.
4105,5118795,302,2024-09-29,Part-Time,268652,850.0,Yes,Yes,Denied,1782.0,2700,2,Applicant provided pay stubs.
4106,5119072,1503,2021-11-07,Full-Time,242564,755.0,Yes,Yes,Denied,2915.52,3037,1,.
4107,5120774,910,2022-10-22,Retired,138200,737.0,No,No,Approved,2348.16,2446,2,Applicant follow-up needed
4108,5121242,1102,2022-10-09,Unemployed,221700,568.0,No,Yes,Approved,1543.08,2338,5,Missing bank statements.
4109,5121408,98,2023-04-15,Full-Time,66747,821.0,No,No,Pending,1862.4,1940,5,
4110,5121534,537,2023-10-30,Unemployed,173269,,No,No,Approved,3802.68,4527,2,Applicant follow-up needed
4111,5122697,740,2021-01-25,Contract,125078,614.0,No,No,Denied,1777.38,2693,2,Applicant provided pay stubs.
4112,5127648,1035,2022-11-07,Unemployed,16086,782.0,Yes,No,Withdrawn,3156.12,4782,1,Referred by agent.
4113,5130909,762,2022-06-12,Student,220595,,No,Yes,Pending,798.6,1331,5,income verified via Plaid
4114,5132093,866,2022-12-15,Retired,235391,346.0,No,No,Approved,2079.0,2475,4,Referred by agent.
4115,5133652,662,2022-09-06,Retired,205817,807.0,No,No,Approved,1003.86,1521,2,Renewal case.
4116,5134522,950,2021-04-24,Unemployed,25481,794.0,No,No,Approved,3475.92,4138,3,
4117,5136024,1348,2024-10-07,Unemployed,192772,,No,Yes,Denied,6287.4,7485,2,Flagged for manual review.
4118,5136982,367,2023-10-29,Part-Time,162707,608.0,No,Yes,Pending,1581.06,2027,1,Applicant provided pay stubs.
4119,5138026,1102,2020-04-11,Self-Employed,183182,591.0,Yes,No,Pending,1402.8,2338,3,Renewal case.
4120,5139285,407,2022-07-06,Part-Time,143058,739.0,Yes,Yes,Approved,844.2,1407,2,Applicant follow-up needed
4121,5139460,1013,2024-06-06,Student,19017,766.0,No,No,Denied,2277.24,2711,2,income verified via Plaid
4122,5140289,407,2021-07-20,Contract,231232,,No,Yes,Under Review,844.2,1407,4,Co-signer pending review.
4123,5140969,567,2023-01-08,Contract,218976,719.0,No,Yes,Approved,1386.84,1778,5,Referred by agent.
4124,5141067,481,2020-03-02,Unemployed,243070,750.0,No,No,Approved,1548.12,1843,5,
4125,5142696,1363,2022-08-04,Unemployed,6610,754.0,No,Yes,Denied,1500.24,1786,2,Missing bank statements.
4126,5144566,1708,2020-04-10,Self-Employed,124416,605.0,Yes,No,Approved,2969.28,3093,1,Missing bank statements.
4127,5145033,864,2022-01-06,Full-Time,263575,711.0,No,No,Approved,5547.96,8406,3,Co-signer pending review.
4128,5145998,1489,2020-03-01,Contract,242253,388.0,No,No,Denied,1093.68,1302,4,Renewal case.
4129,5146178,456,2020-07-03,Retired,137206,724.0,No,No,Approved,873.6,1120,2,docs expired
4130,5146374,629,2024-03-04,Contract,8188,676.0,No,No,Pending,1108.38,1421,1,Co-signer pending review.
4131,5146429,178,2024-03-23,Contract,131756,448.0,No,Yes,Under Review,2752.62,3529,5,Renewal case.
4132,5148156,739,2020-06-05,Self-Employed,207226,588.0,No,Yes,Pending,2658.6,3165,4,
4133,5148998,111,2020-01-31,Retired,111741,740.0,No,No,Denied,1239.6,2066,4,.
4134,5149160,975,2024-09-21,Unemployed,59177,652.0,Yes,Yes,Approved,3530.34,5349,3,
4135,5149967,159,2022-07-23,Retired,143359,716.0,Yes,Yes,Denied,930.72,1108,4,Applicant provided pay stubs.
4136,5152335,1712,2023-01-05,Retired,162294,766.0,Yes,No,Denied,1661.76,1731,1,Applicant follow-up needed
4137,5154592,135,2020-08-18,Contract,218463,795.0,No,Yes,Denied,1205.88,1546,2,
4138,5154991,1716,2022-07-21,Part-Time,39537,742.0,Yes,No,Approved,1749.6,2916,5,.
4139,5157976,450,,Student,145716,786.0,Yes,No,Under Review,1341.6,1720,4,Flagged for manual review.
4140,5158345,954,2021-12-19,Part-Time,91781,774.0,No,No,Approved,5012.28,5967,4,Applicant follow-up needed
4141,5159619,269,2022-04-12,Full-Time,202090,,Yes,Yes,Approved,1713.6,2040,3,Flagged for manual review.
4142,5160476,1525,2024-10-06,Unemployed,26718,745.0,No,Yes,Pending,2798.04,3331,5,
4143,5162339,757,2021-02-14,Student,310593,724.0,Yes,No,Approved,2848.32,2967,5,Applicant provided pay stubs.
4144,5165228,1673,2023-10-21,Retired,185728,721.0,No,No,Approved,4208.1,5395,2,income verified via Plaid
4145,5166779,599,2021-01-21,Student,37128,723.0,No,Yes,Denied,1175.16,1399,4,
4146,5167193,1588,2021-08-08,Self-Employed,199166,841.0,No,Yes,Approved,9903.6,11790,1,Renewal case.
4147,5167205,253,2021-06-16,Contract,71087,,No,Yes,Pending,3001.44,3848,1,Referred by agent.
4148,5167389,812,2024-02-13,Full-Time,53254,,No,No,Approved,1788.6,2981,4,
4149,5169106,814,2021-12-22,Student,46442,626.0,No,No,Withdrawn,8871.24,10561,3,
4150,5170947,225,2024-06-14,Retired,195039,608.0,No,No,Approved,1383.72,1774,3,Renewal case.
4151,5173768,233,2020-11-04,Full-Time,213089,494.0,No,No,Withdrawn,2512.44,2991,2,
4152,5177289,1390,2024-06-03,Unemployed,199677,710.0,No,No,Approved,1491.6,2260,3,income verified via Plaid
4153,5188209,1402,2023-10-14,Retired,110357,734.0,No,Yes,Approved,762.72,908,4,docs expired
4154,5188428,357,2023-11-21,Retired,144409,695.0,No,Yes,Under Review,5115.6,6090,4,Renewal case.
4155,5189848,896,2024-11-27,Part-Time,234585,715.0,No,No,Denied,6947.52,7237,1,income verified via Plaid
4156,5190463,903,2022-10-24,Contract,27268,734.0,No,No,Denied,2919.84,4424,1,
4157,5191044,1714,2024-01-31,Retired,68985,716.0,No,No,Denied,2187.9,2805,2,Renewal case.
4158,5192910,1445,2021-09-21,Self-Employed,221604,735.0,No,Yes,Withdrawn,7014.0,8350,1,income verified via Plaid
4159,5193253,1727,2020-01-06,Retired,68522,662.0,Yes,Yes,Approved,3369.6,3510,1,Applicant provided pay stubs.
4160,5197014,1106,2023-10-25,Part-Time,210663,849.0,No,No,Pending,1221.12,1272,1,Applicant follow-up needed
4161,5198980,474,2020-08-15,Full-Time,114098,403.0,No,No,Denied,1680.0,1750,4,Referred by agent.
4162,5199633,1601,2021-11-24,Part-Time,228120,592.0,No,No,Under Review,1542.42,2337,3,income verified via Plaid
4163,5199807,1064,2020-12-25,Unemployed,232879,747.0,Yes,Yes,Pending,1511.4,2519,2,Applicant follow-up needed
4164,5200068,1176,2021-07-01,Contract,107026,754.0,No,Yes,Under Review,1193.28,1808,5,Flagged for manual review.
4165,5200219,194,2021-08-08,Part-Time,140032,587.0,Yes,No,Under Review,3561.48,4566,4,.
4166,5202018,1018,2023-10-30,Unemployed,241399,727.0,No,No,Approved,4600.8,7668,3,Renewal case.
4167,5204348,1463,2020-06-27,Full-Time,219378,658.0,Yes,Yes,Pending,2948.4,3510,4,
4168,5205595,1323,2021-11-07,Retired,46004,687.0,No,Yes,Denied,898.92,1362,4,income verified via Plaid
4169,5208175,95,2020-06-21,Retired,221968,752.0,No,Yes,Denied,3802.26,5761,2,Missing bank statements.
4170,5209652,1268,2024-12-07,Self-Employed,29945,716.0,No,No,Approved,7247.04,7549,2,Co-signer pending review.
4171,5210250,1076,2024-04-02,Contract,143677,757.0,No,Yes,Approved,2839.68,2958,1,.
4172,5211277,129,2020-03-03,Student,16444,405.0,Yes,Yes,Withdrawn,947.1,1435,4,docs expired
4173,5213373,1794,2021-11-25,Self-Employed,137840,842.0,No,No,Approved,3460.8,5768,4,income verified via Plaid
4174,5214312,877,2023-07-15,Unemployed,130450,830.0,No,No,Pending,2548.2,4247,3,docs expired
4175,5215152,112,2021-08-07,Unemployed,174952,617.0,Yes,Yes,Approved,4463.04,4649,1,.
4176,5215508,1043,2023-08-26,Part-Time,138908,667.0,No,No,Approved,2386.44,2841,3,
4177,5216399,789,2020-04-08,Student,161965,754.0,No,No,Under Review,612.6,1021,1,.
4178,5217648,728,2024-10-04,Unemployed,138229,439.0,No,No,Approved,1599.0,0,3,
4179,5217906,657,2024-07-10,Full-Time,19556,666.0,Yes,No,Pending,1596.0,1900,4,.
4180,5218983,865,2022-02-23,Self-Employed,86111,602.0,No,No,Approved,935.88,1418,1,Renewal case.
4181,5219803,1258,2022-05-13,Part-Time,320400,603.0,No,No,Denied,1438.92,1713,5,Co-signer pending review.
4182,5220299,385,2022-04-19,Part-Time,237342,590.0,No,Yes,Approved,4868.16,5071,1,.
4183,5222598,1454,2022-12-29,Full-Time,40694,311.0,No,No,Pending,912.6,1170,2,Missing bank statements.
4184,5224127,1055,2024-10-07,Self-Employed,201624,724.0,No,Yes,Approved,3890.7,5895,4,Flagged for manual review.
4185,5225199,1381,2023-04-16,Self-Employed,218505,580.0,No,Yes,Denied,1186.92,1413,5,Applicant follow-up needed
4186,5225665,506,2021-06-20,Part-Time,62779,636.0,No,No,Withdrawn,1112.76,1686,1,
4187,5227795,649,2020-11-28,Retired,193970,791.0,No,No,Approved,2528.64,2634,5,
4188,5228379,1398,2023-06-15,Full-Time,77470,,No,Yes,Denied,2805.12,2922,2,
4189,5228390,391,2020-11-17,Retired,173358,,No,Yes,Approved,2990.4,3115,5,Co-signer pending review.
4190,5229553,559,2023-08-17,Part-Time,248419,699.0,No,Yes,Denied,1246.74,1889,1,Referred by agent.
4191,5230240,327,2021-01-14,Retired,308000,701.0,No,No,Approved,3461.7,0,2,income verified via Plaid
4192,5230796,814,2024-01-17,Unemployed,120658,720.0,No,Yes,Approved,8871.24,10561,3,Applicant provided pay stubs.
4193,5232461,1157,2023-12-15,Unemployed,199242,,No,No,Approved,3727.8,6213,4,Missing bank statements.
4194,5234706,1043,2021-08-23,Retired,185958,742.0,No,No,Approved,1875.06,2841,4,
4195,5235075,1025,2020-10-21,Unemployed,200096,673.0,No,Yes,Approved,2778.0,4630,2,docs expired
4196,5236163,864,2024-05-21,Part-Time,28453,,Yes,Yes,Withdrawn,6556.68,8406,4,income verified via Plaid
4197,5237319,1313,2022-05-02,Part-Time,94899,747.0,No,No,Denied,1404.0,2340,5,Co-signer pending review.
4198,5238416,1118,2022-09-24,Part-Time,145872,552.0,No,Yes,Denied,1294.92,1962,2,
4199,5238574,235,2024-04-18,Retired,147168,756.0,No,No,Withdrawn,784.08,1188,4,income verified via Plaid
4200,5239605,444,2023-12-13,Full-Time,49023,648.0,No,No,Approved,2880.96,3001,3,
4201,5239619,460,2020-10-18,Self-Employed,28472,356.0,Yes,No,Approved,1861.44,2216,1,docs expired
4202,5241226,1791,2022-06-01,Full-Time,30721,591.0,No,No,Denied,3432.0,0,3,income verified via Plaid
4203,5242410,127,2022-07-21,Part-Time,242736,514.0,No,No,Denied,853.38,1293,2,Co-signer pending review.
4204,5242959,1315,2023-08-19,Self-Employed,104720,693.0,No,No,Approved,737.88,1118,3,.
4205,5244185,1133,2024-10-18,Retired,103429,807.0,No,No,Denied,903.0,1075,1,Referred by agent.
4206,5245268,153,2021-07-26,Retired,271154,766.0,No,No,Withdrawn,3473.34,4453,1,
4207,5246859,1346,2020-04-03,Part-Time,209600,823.0,No,No,Denied,2747.64,3271,4,
4208,5247199,1325,2020-11-02,Contract,15679,712.0,No,No,Under Review,3556.02,4559,4,
4209,5248101,1381,2024-06-17,Part-Time,212460,345.0,No,Yes,Approved,1186.92,1413,1,
4210,5248661,1768,,Student,27210,569.0,No,No,Approved,3520.92,4514,4,
4211,5249757,1741,2021-08-18,Contract,26391,,No,No,Approved,4459.56,5309,1,Referred by agent.
4212,5251377,1037,2022-10-26,Self-Employed,125235,780.0,No,Yes,Approved,2631.72,3133,1,
4213,5251652,564,2022-05-17,Unemployed,126003,383.0,Yes,Yes,Approved,3424.08,5188,4,Missing bank statements.
4214,5252287,1689,2021-09-03,Contract,95955,817.0,No,Yes,Approved,6504.12,7743,3,
4215,5255238,1146,2020-05-13,Contract,235874,683.0,Yes,No,Denied,1786.56,1861,4,Flagged for manual review.
4216,5255742,1595,2024-03-26,Self-Employed,154920,,Yes,No,Approved,2480.64,2584,2,Applicant follow-up needed
4217,5256758,79,2023-08-05,Self-Employed,144702,843.0,Yes,No,Approved,2188.68,2806,2,.
4218,5258334,7,2020-04-15,Self-Employed,164159,767.0,No,No,Approved,1706.76,2586,1,Renewal case.
4219,5258368,1407,2020-03-17,Part-Time,30365,,No,No,Approved,1657.8,2763,3,
4220,5263418,560,2020-01-14,Retired,54046,488.0,No,Yes,Denied,973.2,1622,5,Renewal case.
4221,5263956,1113,2023-07-18,Contract,79832,659.0,Yes,Yes,Withdrawn,1604.16,1671,1,Referred by agent.
4222,5266306,1468,2020-06-06,Retired,163059,708.0,No,Yes,Approved,1534.2,2557,1,
4223,5269008,800,2022-10-16,Self-Employed,109572,671.0,No,No,Denied,2006.76,2389,3,Missing bank statements.
4224,5269577,263,2024-04-02,Contract,108146,824.0,No,No,Withdrawn,820.2,1367,2,.
4225,5269742,843,2020-02-01,Retired,8223,737.0,No,No,Denied,859.8,1433,1,docs expired
4226,5270105,1034,2023-12-10,Part-Time,101413,,No,No,Approved,3225.6,3360,3,Flagged for manual review.
4227,5271014,126,2021-10-02,Unemployed,49436,479.0,No,Yes,Approved,1340.4,2234,4,.
4228,5273055,71,2020-11-27,Full-Time,161753,663.0,No,No,Denied,3045.0,3625,4,docs expired
4229,5274021,121,2023-10-06,Self-Employed,37671,624.0,No,No,Pending,1631.04,1699,1,Flagged for manual review.
4230,5275393,1704,2024-07-06,Self-Employed,247318,667.0,No,Yes,Denied,886.38,1343,1,
4231,5277890,1533,2023-07-21,Self-Employed,226768,,No,Yes,Approved,6234.24,6494,3,
4232,5278131,1033,2023-05-30,Retired,240053,596.0,No,No,Approved,1878.36,2846,4,.
4233,5278533,792,2023-07-05,Part-Time,26705,793.0,Yes,Yes,Denied,2900.04,4394,1,.
4234,5279037,1476,2024-07-23,Full-Time,140043,750.0,No,Yes,Approved,2403.6,4006,4,Applicant provided pay stubs.
4235,5280416,601,2024-06-17,Unemployed,203057,583.0,No,No,Withdrawn,1011.0,1685,1,.
4236,5281081,1317,2022-08-15,Student,99399,802.0,Yes,Yes,Denied,1727.22,2617,1,Flagged for manual review.
4237,5282083,1543,2021-08-20,Self-Employed,177874,758.0,No,Yes,Pending,534.6,891,1,.
4238,5282097,560,2021-04-21,Retired,6886,651.0,No,No,Withdrawn,1362.48,1622,5,Co-signer pending review.
4239,5282218,485,2023-07-25,Self-Employed,149317,768.0,No,Yes,Pending,3262.08,3398,4,
4240,5282924,1089,2020-05-14,Student,161031,835.0,No,No,Pending,1840.44,2191,5,income verified via Plaid
4241,5283665,492,2022-09-03,Part-Time,187200,,No,Yes,Denied,1409.28,1468,5,income verified via Plaid
4242,5285348,492,2020-07-16,Self-Employed,37217,817.0,No,No,Denied,1233.12,1468,1,docs expired
4243,5285882,230,2021-09-22,Part-Time,117830,823.0,No,Yes,Denied,1626.24,1936,1,Applicant provided pay stubs.
4244,5286316,63,2021-04-04,Contract,124066,654.0,Yes,No,Pending,5567.76,8436,5,Renewal case.
4245,5286725,1320,2021-07-11,Student,98566,769.0,No,No,Withdrawn,5377.92,5602,1,Applicant follow-up needed
4246,5286748,1700,2022-09-23,Contract,119403,676.0,No,Yes,Approved,1542.24,1836,5,Applicant provided pay stubs.
4247,5288170,713,2021-10-17,Student,233436,716.0,No,No,Approved,4265.52,5078,5,
4248,5291006,363,2023-05-12,Unemployed,112893,749.0,No,No,Denied,1353.6,1410,4,
4249,5292840,1158,2024-03-23,Retired,147877,793.0,No,Yes,Approved,1416.0,1475,5,Applicant follow-up needed
4250,5293032,121,2024-10-28,Part-Time,205497,850.0,No,No,Denied,1019.4,1699,1,Co-signer pending review.
4251,5293322,471,2021-12-24,Self-Employed,92831,833.0,Yes,Yes,Approved,1149.12,1368,1,
4252,5294938,553,2024-09-12,Student,228458,701.0,No,Yes,Approved,3832.14,0,4,Flagged for manual review.
4253,5295154,809,2023-05-31,Self-Employed,121499,757.0,Yes,Yes,Approved,1387.2,1445,2,
4254,5297674,419,2022-01-09,Student,85647,438.0,No,Yes,Approved,1616.16,1924,1,Flagged for manual review.
4255,5301138,31,2024-12-19,Unemployed,147344,651.0,No,Yes,Approved,2149.2,3582,5,Co-signer pending review.
4256,5302215,1325,2020-11-13,Retired,104098,754.0,Yes,Yes,Approved,3008.94,4559,4,Applicant follow-up needed
4257,5302864,228,2022-04-02,Unemployed,17485,704.0,No,Yes,Denied,873.18,1323,5,Applicant follow-up needed
4258,5304948,1537,2023-09-16,Self-Employed,33645,817.0,Yes,Yes,Approved,850.8,1418,4,Referred by agent.
4259,5305852,1497,2023-10-13,Contract,53476,762.0,No,Yes,Under Review,1666.86,2137,3,income verified via Plaid
4260,5306127,1743,2022-05-23,Self-Employed,8835,812.0,No,Yes,Denied,664.2,1107,1,Applicant follow-up needed
4261,5306261,731,2023-01-17,Retired,167218,760.0,No,No,Approved,1816.32,1892,5,Referred by agent.
4262,5308864,806,2022-02-04,Retired,19175,599.0,No,No,Pending,1340.46,2031,1,docs expired
4263,5309460,911,2022-08-14,Unemployed,113093,,No,No,Denied,3328.38,5043,4,Co-signer pending review.
4264,5310293,139,2024-12-22,Part-Time,128635,654.0,No,No,Denied,4987.92,5938,1,Co-signer pending review.
4265,5310987,1659,2020-06-07,Full-Time,35836,319.0,No,No,Approved,2463.72,2933,3,
4266,5311494,1426,2021-06-27,Retired,146529,757.0,No,Yes,Pending,5990.88,7132,4,.
4267,5311813,1061,2023-02-04,Part-Time,23470,656.0,No,No,Under Review,2056.8,3428,5,Applicant provided pay stubs.
4268,5312493,745,2021-10-04,Unemployed,111211,785.0,No,No,Approved,3454.44,5234,2,Flagged for manual review.
4269,5314199,1571,2024-04-20,Retired,238317,790.0,No,Yes,Denied,4086.42,5239,2,Referred by agent.
4270,5314327,1420,2023-09-26,Retired,282058,828.0,No,No,Approved,3833.76,4564,4,
4271,5314512,55,2022-05-27,Part-Time,38688,742.0,No,Yes,Denied,1411.8,1810,3,Applicant follow-up needed
4272,5315662,1009,2022-12-02,Self-Employed,61326,646.0,No,Yes,Denied,1915.32,2902,5,.
4273,5316015,645,2023-10-31,Student,92120,790.0,No,No,Pending,4304.4,7174,5,Applicant follow-up needed
4274,5316110,1185,2022-09-23,Full-Time,69655,792.0,No,Yes,Approved,1948.8,2030,2,
4275,5316733,955,2020-06-02,Retired,69893,590.0,No,No,Denied,2001.48,2566,5,
4276,5320565,1719,2021-06-28,Part-Time,177494,747.0,Yes,Yes,Approved,1992.54,3019,1,Applicant follow-up needed
4277,5321061,1698,2020-03-31,Contract,116233,,No,Yes,Approved,2233.14,2863,2,Applicant provided pay stubs.
4278,5321574,928,2021-03-23,Full-Time,151760,589.0,No,No,Pending,973.8,1623,5,Referred by agent.
4279,5322876,652,2020-02-02,Student,65163,724.0,No,No,Withdrawn,2269.8,3783,4,
4280,5325241,595,2021-03-13,Part-Time,241619,727.0,Yes,Yes,Approved,2592.72,3324,4,docs expired
4281,5327192,205,2024-01-29,Student,240451,715.0,No,Yes,Denied,748.44,1134,2,
4282,5331566,1395,2020-07-10,Student,169763,841.0,No,No,Withdrawn,2294.16,3476,2,.
4283,5337028,611,2022-02-18,Student,17406,777.0,No,No,Denied,3205.02,4109,5,.
4284,5338859,289,2024-03-20,Unemployed,90276,729.0,Yes,Yes,Approved,2235.42,0,3,Renewal case.
4285,5339288,1364,2024-11-13,Self-Employed,232497,666.0,No,No,Denied,5184.96,5401,2,Referred by agent.
4286,5339964,968,2020-06-08,Retired,180336,652.0,No,Yes,Approved,2160.18,3273,1,Referred by agent.
4287,5341491,1554,2021-12-19,Contract,127309,727.0,No,No,Approved,1187.52,1237,3,Applicant provided pay stubs.
4288,5341682,720,,Unemployed,149648,826.0,No,Yes,Approved,5759.04,5999,3,
4289,5342161,1032,2021-03-03,Full-Time,109262,675.0,No,No,Under Review,1940.4,2940,1,Co-signer pending review.
4290,5342546,314,2022-09-05,Retired,184025,,No,No,Under Review,1764.48,1838,3,
4291,5344469,1283,2020-04-03,Part-Time,229772,757.0,No,Yes,Pending,8911.56,10609,3,
4292,5346030,709,,Self-Employed,121464,678.0,No,No,Pending,1131.0,1885,4,Applicant provided pay stubs.
4293,5348647,1060,2020-11-07,Contract,2357,791.0,No,No,Approved,2648.64,2759,2,Renewal case.
4294,5349908,855,2022-09-02,Full-Time,141482,487.0,No,No,Under Review,595.32,902,2,Renewal case.
4295,5350323,1486,2020-10-16,Full-Time,39316,600.0,No,No,Approved,3194.88,4096,1,Renewal case.
4296,5351668,168,2022-11-17,Student,63844,680.0,Yes,No,Approved,1416.24,1686,1,
4297,5352824,962,2021-05-06,Student,71076,701.0,No,No,Approved,911.82,1169,3,Applicant follow-up needed
4298,5352947,170,2024-07-16,Student,50816,778.0,No,Yes,Pending,4109.76,4281,1,Renewal case.
4299,5352997,811,2022-01-04,Full-Time,246584,831.0,No,No,Approved,1503.84,1928,4,Applicant provided pay stubs.
4300,5354531,293,2022-02-22,Unemployed,185070,726.0,No,No,Denied,2372.76,3042,4,docs expired
4301,5354997,118,2023-04-16,Full-Time,220547,774.0,No,No,Denied,6746.88,7028,4,Applicant follow-up needed
4302,5355677,601,2022-12-18,Student,145323,710.0,Yes,Yes,Denied,1415.4,1685,1,.
4303,5358183,1385,2024-07-02,Full-Time,75270,777.0,No,Yes,Approved,1384.32,1442,2,Co-signer pending review.
4304,5358669,1213,2024-04-18,Self-Employed,170753,752.0,No,No,Withdrawn,3233.34,4899,1,
4305,5358761,510,2021-09-03,Self-Employed,138447,,No,No,Approved,1285.68,1948,5,Co-signer pending review.
4306,5359677,1783,2022-05-12,Unemployed,76436,,Yes,Yes,Denied,6497.28,6768,1,Missing bank statements.
4307,5362502,1252,2020-05-05,Self-Employed,118916,658.0,No,No,Denied,3595.2,3745,1,
4308,5363149,323,2024-07-13,Self-Employed,264075,513.0,Yes,Yes,Denied,5757.12,5997,3,
4309,5363783,1310,,Self-Employed,110152,668.0,Yes,Yes,Approved,3657.6,3810,5,Referred by agent.
4310,5366407,645,2020-10-07,Full-Time,177987,740.0,No,No,Approved,5595.72,7174,1,
4311,5367007,281,2020-05-09,Unemployed,236522,693.0,Yes,No,Denied,1808.4,2740,5,
4312,5367608,1342,2023-12-20,Self-Employed,243716,694.0,No,No,Withdrawn,4277.76,4456,2,
4313,5368209,592,2020-07-23,Unemployed,311145,776.0,No,Yes,Denied,4892.94,6273,4,Missing bank statements.
4314,5370247,59,2020-11-21,Contract,27749,,Yes,No,Denied,1664.52,2522,5,Renewal case.
4315,5370591,913,2024-01-09,Full-Time,163948,,Yes,Yes,Approved,574.86,871,2,
4316,5371116,342,2021-09-22,Student,203301,832.0,No,No,Approved,1144.92,1363,1,Flagged for manual review.
4317,5372215,887,2023-01-11,Contract,100041,640.0,No,No,Approved,3956.94,5073,2,
4318,5372618,499,2022-07-15,Contract,213834,,Yes,No,Withdrawn,3281.28,3418,1,Flagged for manual review.
4319,5378143,1346,,Full-Time,231664,580.0,No,Yes,Pending,2551.38,3271,3,docs expired
4320,5379039,314,2022-12-22,Student,58191,825.0,No,No,Withdrawn,1433.64,1838,5,Co-signer pending review.
4321,5383121,1536,2021-08-09,Student,40086,689.0,No,Yes,Denied,3832.92,4563,5,Applicant provided pay stubs.
4322,5383843,1219,2022-10-15,Self-Employed,40303,454.0,No,No,Pending,2429.7,3115,1,
4323,5383930,458,2020-05-10,Retired,249575,,No,No,Approved,2322.06,2977,2,Applicant follow-up needed
4324,5384056,951,2021-05-15,Unemployed,37488,705.0,No,No,Under Review,2368.32,2467,1,Co-signer pending review.
4325,5384110,1381,2022-01-09,Student,213704,719.0,No,No,Under Review,1186.92,1413,3,Renewal case.
4326,5384490,1092,2023-05-01,Student,163825,799.0,No,Yes,Withdrawn,4771.2,7952,3,
4327,5385162,254,2022-05-05,Unemployed,213800,696.0,No,Yes,Approved,2177.4,3629,2,Applicant follow-up needed
4328,5388118,979,2023-01-27,Self-Employed,215508,,No,No,Denied,1499.16,1922,1,Applicant provided pay stubs.
4329,5388537,563,2022-09-28,Contract,148084,782.0,No,Yes,Approved,3613.5,5475,5,docs expired
4330,5390331,1631,2022-04-30,Unemployed,196170,713.0,No,Yes,Pending,3173.82,4069,3,Missing bank statements.
4331,5393167,360,2022-12-06,Part-Time,101169,568.0,No,No,Approved,4473.0,5325,2,
4332,5394235,231,2024-04-09,Retired,235702,,No,Yes,Denied,6999.36,7291,1,Co-signer pending review.
4333,5394519,1460,2021-01-05,Full-Time,212700,765.0,No,No,Approved,2767.8,3295,4,
4334,5396304,621,2024-05-18,Student,78022,772.0,Yes,No,Denied,4742.4,6080,3,.
4335,5396395,1790,2024-06-07,Self-Employed,88422,616.0,No,No,Approved,2851.2,2970,3,
4336,5396416,776,2022-11-14,Part-Time,248152,719.0,No,Yes,Withdrawn,1977.6,2060,3,Missing bank statements.
4337,5397068,231,2022-02-17,Unemployed,163582,438.0,No,No,Approved,4374.6,7291,4,Referred by agent.
4338,5399371,437,2023-11-21,Student,128710,744.0,No,Yes,Denied,2625.6,2735,4,Co-signer pending review.
4339,5400083,340,2023-10-02,Part-Time,191261,743.0,No,No,Approved,7164.6,11941,4,
4340,5401800,1290,2023-11-19,Unemployed,242386,,Yes,Yes,Pending,1997.76,2081,5,Co-signer pending review.
4341,5402861,525,2020-04-08,Contract,75067,710.0,No,Yes,Denied,1314.0,2190,2,Flagged for manual review.
