property_id,city,state,zip,unit_type,monthly_rent,landlord_type,lease_length
01009,Scottsdale,AZ,85251,2BR,2902,REIT,"24 months"
01011,"Fort Lauderdale",FL,33301,3BR,5271,LLC,"24 months"
01012,Decatur,GA,30030,2BR,4447,REIT,"24 months"
01013,"Los Angeles",CA,90001,"1 bed",2711,Individual,"6 months"
01015,"New York",NY,10002,3BR,5706,Corporate,"6 months"
01016,Tempe,AZ,85281,4BR+,7141,REIT,"12 months"
01017,Denver,CO,80201,3BR,4400,Corporate,"24 months"
01018,"New York",NY,10001,3BR,7668,"Property Management Co","18 months"
01019,"Fort Lauderdale",FL,333XX,3BR,2741,LLC,"12 months"
01020,"New York",NY,100XX,1BR,4114,REIT,"12 months"
01021,"San Francisco",CA,94110,Studio,3019,LLC,"12 months"
01022,"New York",NY,10003,Studio,3114,LLC,"12 months"
01023,Tempe,AZ,85281,Studio,1054,Corporate,"18 months"
01025,Cambridge,MA,02139,4BR+,4630,Corporate,"12 months"
01026,Austin,TX,78704,4BR+,5993,LLC,"12 months"
01027,"San Francisco",CA,94110,1BR,3678,Corporate,"6 months"
01029,Decatur,GA,30030,1BR,2083,Corporate,"12 months"
01031,Queens,NY,11101,2BR,2119,Corporate,"24 months"
01032,Chicago,IL,606XX,1BR,2940,,"12 months"
01033,Washington,DC,20001,2BR,2846,"Property Management Co","12 months"
01035,Bellevue,WA,98004,4BR+,4782,LLC,"12 months"
01036,"New York",NY,10001,2BR,3277,LLC,"6 months"
01038,"San Antonio",TX,78201,4BR+,7105,"Property Management Co","12 months"
01039,Portland,OR,97201,2BR,3241,"Property Management Co","18 months"
01040,Austin,TX,78704,1BR,2717,"Property Management Co","12 months"
01041,Bellevue,WA,98004,2BR,3042,Individual,"6 months"
01042,Chicago,IL,60601,1BR,2339,,"12 months"
01043,"New York",NY,10002,1BR,2841,LLC,"12 months"
01046,Arlington,VA,,Studio,1277,"Property Management Co","12 months"
01047,Washington,DC,20001,2BR,1873,LLC,"6 months"
01049,Denver,CO,80205,1BR,1975,REIT,"12 months"
01050,Miami,FL,33101,1BR,1691,"Property Management Co","24 months"
01051,Austin,TX,78704,Studio,2174,LLC,"6 months"
01052,Boston,MA,02115,4BR+,3475,"Property Management Co","12 months"
01053,Queens,NY,11101,1BR,2734,LLC,"18 months"
01054,"Los Angeles",CA,90036,Studio,2128,LLC,"18 months"
01055,Nashville,TN,37201,3BR,5895,Corporate,"12 months"
01056,Miami,FL,33101,Studio,1149,Corporate,"12 months"
01057,Tempe,AZ,85281,4BR+,3523,"Property Management Co","18 months"
01058,Oakland,CA,94601,Studio,876,"Property Management Co","12 months"
01059,Austin,TX,78701,2BR,3369,LLC,"6 months"
01060,Tempe,AZ,85281,3BR,2759,Individual,"18 months"
01061,Austin,TX,78701,3BR,3428,"Property Management Co","6 months"
01062,Boston,MA,02101,Studio,1130,Individual,"12 months"
01063,Seattle,WA,98101,Studio,1594,Corporate,"6 months"
01064,Oakland,CA,94601,3BR,2519,Corporate,"12 months"
01066,Denver,CO,80205,2BR,2173,"Property Management Co","12 months"
01067,Washington,DC,20009,1BR,2896,REIT,"12 months"
01068,Seattle,WA,98101,2BR,5355,Individual,"12 months"
01069,Boston,MA,02115,Studio,1034,"Property Management Co","12 months"
01070,Tempe,AZ,85281,Studio,922,Individual,"6 months"
01071,Washington,DC,,3BR,3433,Individual,"6 months"
01074,Cambridge,MA,02139,3BR,4916,"Property Management Co","24 months"
01075,Oakland,"CA ",94601,2BR,4382,"Property Management Co","18 months"
01076,Boston,MA,02115,1BR,2958,Individual,"12 months"
01077,"San Francisco",CA,94102,Studio,2020,LLC,"12 months"
01078,Denver,CO,80205,3BR,3053,"Property Management Co","12 months"
01081,"New York",NY,10002,3BR,5631,,"6 months"
01082,"Los Angeles",CA,90036,Studio,1384,REIT,"12 months"
01083,"San Francisco",CA,94110,4BR+,9358,LLC,"18 months"
01084,Houston,TX,77025,1BR,2003,Individual,"12 months"
01085,Houston,TX,77019,3BR,4890,"Property Management Co","6 months"
01086,"Los Angeles",CA,90001,3BR,4880,"Property Management Co","24 months"
01087,Brooklyn,NY,11205,4BR+,6273,Corporate,"24 months"
01088,"Los Angeles",CA,90001,3BR,5971,REIT,"24 months"
01089,"New York",NY,10001,1BR,2191,LLC,"6 months"
01090,Miami,FL,33101,4BR+,5471,Corporate,"18 months"
01091,Nashville,TN,37201,"2 bed",2472,Individual,"18 months"
01092,"Fort Lauderdale",FL,333XX,4BR+,7952,"Property Management Co","12 months"
01093,Chicago,IL,60647,3BR,2839,REIT,"12 months"
01096,Decatur,GA,30030,2BR,2534,LLC,"24 months"
01098,"Los Angeles",CA,90001,"1 bed",3876,"Property Management Co","24 months"
01099,Houston,TX,77025,"2 bed",2797,REIT,"6 months"
01100,Atlanta,GA,30308,2BR,3316,"Property Management Co","12 months"
01101,"New York",NY,10003,"2 bed",2425,"Property Management Co","12 months"
01102,"Fort Lauderdale",FL,33301,2BR,2338,Corporate,"12 months"
01103,Oakland,CA,94601,Studio,1470,Individual,"12 months"
01104,Nashville,TN,37206,4BR+,3676,LLC,"12 months"
01106,Houston,TX,77019,Studio,1272,REIT,"6 months"
01107,"New York",NY,10001,Studio,3184,REIT,"18 months"
01108,Chicago,IL,60601,1BR,2270,Corporate,"12 months"
01109,Houston,TX,77001,4BR+,7087,Corporate,"6 months"
01110,Aurora,CO,80010,Studio,2079,Corporate,"12 months"
01111,Brooklyn,NY,11205,"1 bed",3397,REIT,"24 months"
01112,Chicago,IL,60601,1BR,1948,LLC,"6 months"
01113,Boston,MA,02101,1BR,1671,REIT,"12 months"
01114,Boston,MA,02115,1BR,3102,LLC,"24 months"
01115,"Los Angeles",CA,90036,2BR,3969,Corporate,"18 months"
01116,Austin,TX,78704,4BR+,5206,"Property Management Co","6 months"
01117,Seattle,WA,98101,2BR,3240,Corporate,"12 months"
01119,"New York",NY,10002,Studio,3276,LLC,"24 months"
01120,Washington,DC,20009,Studio,1223,Individual,"6 months"
01121,"San Francisco",CA,94102,1BR,1956,Individual,"24 months"
01122,"New York",NY,10003,2BR,2775,LLC,"18 months"
01123,Brooklyn,NY,11201,1BR,1723,"Property Management Co","18 months"
01124,Portland,OR,97201,4BR+,3842,"Property Management Co","12 months"
01125,Aurora,CO,80010,Studio,1775,REIT,"18 months"
01128,Atlanta,GA,30308,3BR,5952,"Property Management Co","12 months"
01129,Bellevue,WA,98004,1BR,3164,Corporate,"24 months"
01130,Nashville,TN,37201,3BR,5616,Individual,"12 months"
01131,Houston,TX,77001,2BR,1671,Corporate,"18 months"
01133,Tempe,AZ,85281,Studio,1075,REIT,"18 months"
01134,Denver,CO,80205,3BR,3774,"Property Management Co","18 months"
01135,Chicago,IL,606XX,2BR,2680,Individual,"12 months"
01136,Queens,NY,11101,4BR+,4173,Corporate,"6 months"
01137,Brooklyn,NY,112XX,Studio,1315,Corporate,"18 months"
01138,Chicago,IL,60647,4BR+,4885,Individual,"6 months"
01139,Boston,MA,02115,4BR+,6751,Corporate,"12 months"
01140,Oakland,CA,94601,3BR,2771,,"24 months"
01141,"Los Angeles",CA,90001,4BR+,4026,Corporate,"12 months"
01142,Austin,TX,78701,3BR,5064,,"18 months"
01145,Arlington,VA,22201,2BR,4071,Individual,"24 months"
01146,Chicago,IL,60601,2BR,1861,Corporate,"24 months"
01148,Scottsdale,AZ,85251,Studio,2114,REIT,"24 months"
01149,Austin,TX,78701,4BR+,7211,"Property Management Co","12 months"
01150,Seattle,WA,98103,4BR+,12646,LLC,"24 months"
01151,Austin,TX,78701,4BR+,5503,Corporate,"24 months"
01152,"San Antonio",TX,78201,3BR,5659,Corporate,"6 months"
01153,Nashville,TN,37201,1BR,1485,REIT,"12 months"
01154,Nashville,TN,37201,2BR,2725,LLC,"24 months"
01155,Boston,MA,02115,2BR,1928,Corporate,"12 months"
01156,Chicago,IL,60647,4BR+,5027,"Property Management Co","18 months"
01157,Miami,FL,33130,4BR+,6213,REIT,"12 months"
01158,Boston,MA,02101,Studio,1475,REIT,"6 months"
01159,Chicago,IL,60601,2BR,3241,Corporate,"18 months"
01160,"New York",NY,10002,2BR,3591,Corporate,"24 months"
01161,"Los Angeles",CA,90001,2BR,2202,Individual,"6 months"
01162,Tempe,AZ,85281,3BR,2601,"Property Management Co","18 months"
01164,Oakland,CA,94601,2BR,3453,Individual,"18 months"
01165,Tempe,AZ,85281,Studio,891,Individual,"12 months"
01166,Chicago,IL,60647,Studio,1926,Individual,"18 months"
01168,Arlington,VA,22201,4BR+,4775,"Property Management Co","12 months"
01169,"Los Angeles",CA,90025,4BR+,3641,Individual,"12 months"
01170,Atlanta,GA,30308,1BR,2624,REIT,"12 months"
01171,Chicago,IL,60647,3BR,2203,LLC,"12 months"
01172,Miami,FL,33130,3BR,3482,,"12 months"
01173,Denver,CO,80205,1BR,2511,REIT,"18 months"
01175,"San Francisco",CA,94102,3BR,6987,Individual,"6 months"
01176,Austin,TX,78701,Studio,1808,"Property Management Co","12 months"
01177,Decatur,GA,30030,4BR+,4730,Individual,"24 months"
01178,Portland,OR,97201,1BR,2693,Individual,"12 months"
01179,Cambridge,MA,02139,4BR+,6449,Corporate,"12 months"
01180,Brooklyn,NY,11205,4BR+,5319,Individual,"12 months"
01181,Boston,MA,021XX,2BR,3872,LLC,"12 months"
01182,"San Francisco",CA,94110,4BR+,4894,"Property Management Co","18 months"
01183,Phoenix,AZ,85001,1BR,2954,REIT,"12 months"
01184,Brooklyn,NY,11201,3BR,7806,REIT,"12 months"
01185,Cambridge,"MA ",02139,Studio,2030,REIT,"6 months"
01186,Houston,TX,77001,3BR,5603,Corporate,"18 months"
01187,"San Francisco",CA,94110,1BR,2721,Individual,"24 months"
01188,"New York",NY,10002,4BR+,12532,LLC,"6 months"
01189,Atlanta,GA,30301,3BR,4279,"Property Management Co","12 months"
01190,Decatur,GA,30030,4BR+,6928,"Property Management Co","18 months"
01191,Atlanta,GA,30301,1BR,1254,"Property Management Co","12 months"
01193,Boston,MA,02115,3BR,4873,Corporate,"18 months"
01194,Atlanta,GA,30301,2BR,2927,Corporate,"18 months"
01195,"San Francisco",CA,94110,1BR,4387,LLC,"12 months"
01196,Atlanta,GA,30301,2BR,3267,LLC,"18 months"
01197,Arlington,VA,22201,1BR,2304,Corporate,"12 months"
01198,Washington,DC,20009,4BR+,7896,Individual,"12 months"
01199,"San Antonio",TX,78201,3BR,3893,REIT,"24 months"
01201,Aurora,CO,80010,3BR,4644,Individual,"12 months"
01202,Denver,CO,80205,2BR,2591,"Property Management Co","24 months"
01203,"New York",NY,10001,Studio,1998,LLC,"6 months"
01204,Queens,NY,11101,4BR+,6668,"Property Management Co","12 months"
01205,Denver,CO,80205,3BR,4715,Corporate,"12 months"
01206,Scottsdale,AZ,85251,3BR,3339,REIT,"6 months"
01207,Miami,FL,33130,3BR,3269,Corporate,"12 months"
01208,Boston,MA,02115,Studio,1900,REIT,"6 months"
01209,Boston,MA,02115,1BR,2593,Corporate,"18 months"
01210,"Los Angeles",CA,90025,3BR,2928,Corporate,"12 months"
01211,Oakland,CA,94601,1BR,1743,"Property Management Co","12 months"
01212,Queens,"NY ",111XX,1BR,1443,Individual,"18 months"
01213,Seattle,WA,98103,2BR,4899,LLC,"6 months"
01214,Washington,DC,20001,Studio,846,REIT,"18 months"
01215,"Los Angeles",CA,90036,1BR,3144,Individual,"24 months"
01216,Washington,DC,20009,2BR,2143,Corporate,"12 months"
01217,Washington,"DC ",20001,2BR,2970,Individual,"12 months"
01218,Seattle,WA,98103,3BR,7554,REIT,"12 months"
01219,Austin,TX,78701,1BR,3115,"Property Management Co","6 months"
01220,Houston,TX,,4BR+,7826,LLC,"24 months"
01221,"San Francisco",CA,94102,2BR,6019,"Property Management Co","12 months"
01222,"Los Angeles",CA,90036,3BR,3247,LLC,"6 months"
01223,"Los Angeles",CA,90025,4BR+,4717,Individual,"12 months"
01224,Phoenix,AZ,85001,2BR,3954,LLC,"12 months"
01225,Queens,NY,11101,Studio,2102,Individual,"18 months"
01226,Denver,CO,80205,3BR,5159,REIT,"12 months"
01228,Houston,TX,77019,1BR,1120,"Property Management Co","12 months"
01229,"New York",NY,10003,4BR+,9450,LLC,"24 months"
01230,Washington,DC,20009,1BR,2592,Corporate,"12 months"
01232,Nashville,TN,37206,2BR,2856,"Property Management Co","12 months"
01234,"San Francisco",CA,94110,2BR,5391,"Property Management Co","12 months"
01235,Miami,FL,33101,Studio,2150,REIT,"12 months"
01236,Washington,DC,20001,2BR,2192,"Property Management Co","12 months"
01237,Washington,DC,20009,Studio,1196,Individual,"24 months"
01238,Miami,FL,33101,2BR,2908,"Property Management Co","6 months"
01239,Nashville,TN,37201,Studio,1014,Corporate,"24 months"
01240,Decatur,GA,30030,4BR+,5047,"Property Management Co","6 months"
01241,Houston,TX,77019,1BR,1536,Corporate,"12 months"
01243,Phoenix,AZ,85001,4BR+,7149,Corporate,"6 months"
01244,"San Francisco",CA,94110,3BR,8275,REIT,"24 months"
01245,Atlanta,GA,30308,2BR,3164,"Property Management Co","12 months"
01246,Queens,NY,11101,2BR,2279,Individual,"12 months"
01247,"San Antonio",TX,78201,3BR,4909,Individual,"12 months"
01248,Atlanta,GA,30308,4BR+,8380,LLC,"12 months"
01249,"New York",NY,10003,2BR,4776,Individual,"6 months"
01250,Houston,TX,77001,3BR,3802,REIT,"6 months"
01252,Queens,NY,11101,3BR,3745,Corporate,"24 months"
01256,Atlanta,GA,,2BR,4002,LLC,"12 months"
01257,Aurora,CO,80010,Studio,1015,"Property Management Co","24 months"
01258,"New York",NY,10002,1BR,1713,"Property Management Co","12 months"
01259,"New York",NY,10003,4BR+,11824,"Property Management Co","12 months"
01261,Denver,CO,80205,Studio,1573,Corporate,"12 months"
01262,Miami,"FL ",33130,4BR+,6922,REIT,"12 months"
01263,Aurora,CO,80010,2BR,2964,LLC,"12 months"
01264,"New York",NY,10003,Studio,3108,Corporate,"12 months"
01265,"San Francisco",CA,94102,2BR,5940,Individual,"12 months"
01266,Boston,MA,02101,Studio,1107,Corporate,"12 months"
01267,Denver,CO,80205,3BR,4863,REIT,"18 months"
01268,Cambridge,MA,02139,4BR+,7549,"Property Management Co","6 months"
01269,Washington,DC,20001,3BR,2381,REIT,"12 months"
01270,"New York",NY,10001,2BR,5328,LLC,"6 months"
01271,"San Antonio",TX,78201,2BR,4450,LLC,"12 months"
01272,Austin,TX,78704,1BR,2878,"Property Management Co","12 months"
01273,Houston,TX,77025,4BR+,7680,Individual,"12 months"
01274,Phoenix,AZ,85001,1BR,2800,Individual,"24 months"
01275,Brooklyn,NY,11201,Studio,3285,Individual,"18 months"
01276,Houston,TX,77025,1BR,2217,"Property Management Co","6 months"
01278,Scottsdale,AZ,85251,1BR,2402,REIT,"12 months"
01279,Houston,TX,77025,4BR+,4736,Individual,"12 months"
01280,Miami,FL,331XX,1BR,1840,Corporate,"12 months"
01281,"Los Angeles",CA,90036,2BR,3596,REIT,"18 months"
01282,Chicago,IL,60614,2BR,2139,,"12 months"
01283,Brooklyn,NY,11205,4BR+,10609,"Property Management Co","6 months"
01284,Nashville,TN,37201,4BR+,5588,REIT,"6 months"
01285,Seattle,WA,98103,1BR,4245,Corporate,"18 months"
01287,"San Francisco",CA,94110,3BR,6594,REIT,"12 months"
01288,Seattle,WA,98101,Studio,2631,LLC,"12 months"
01289,"San Francisco",CA,94102,Studio,2535,REIT,"6 months"
01291,Decatur,GA,30030,3BR,2641,Individual,"18 months"
01293,Queens,NY,11101,2BR,2244,REIT,"24 months"
01294,Houston,TX,77001,2BR,2242,"Property Management Co","12 months"
01295,Atlanta,GA,30301,4BR+,7231,Corporate,"24 months"
01296,Washington,DC,20001,"1 bed",1995,REIT,"12 months"
01297,Houston,TX,770XX,Studio,1300,Individual,"12 months"
01298,Queens,NY,11101,Studio,1340,REIT,"12 months"
01299,Seattle,WA,98101,Studio,1338,Individual,"12 months"
01301,Denver,CO,80201,2BR,2112,"Property Management Co","18 months"
01302,Austin,"TX ",78704,Studio,2037,"Property Management Co","24 months"
01306,Queens,NY,11101,2BR,1952,REIT,"12 months"
01307,Nashville,TN,37206,Studio,1232,Individual,"12 months"
01308,"Los Angeles",CA,90001,3BR,5044,Corporate,"18 months"
01309,"San Antonio",TX,78201,Studio,1334,Corporate,"24 months"
01310,"Los Angeles",CA,90025,"2 bed",3810,REIT,"12 months"
01313,Arlington,VA,22201,1BR,2340,Individual,"12 months"
01314,Cambridge,MA,02139,2BR,4081,Individual,"24 months"
01315,Houston,TX,77025,Studio,1118,Corporate,"24 months"
01316,Houston,TX,77025,1BR,1673,Corporate,"12 months"
01318,Decatur,GA,30030,3BR,3499,Corporate,"24 months"
01319,"Fort Lauderdale",FL,33301,3BR,2676,REIT,"12 months"
01320,Houston,TX,77025,3BR,5602,"Property Management Co","18 months"
01321,Austin,TX,78701,1BR,2709,Individual,"12 months"
01322,Washington,DC,20009,2BR,3694,"Property Management Co","6 months"
01323,Phoenix,AZ,85001,1BR,1362,"Property Management Co","12 months"
01326,Denver,CO,,1BR,2828,,"6 months"
01327,Nashville,TN,37206,"1 bed",3225,Individual,"12 months"
01328,Washington,DC,20001,4BR+,5702,LLC,"12 months"
01329,Boston,MA,02115,2BR,3635,LLC,"18 months"
01330,Atlanta,GA,30308,1BR,1265,LLC,"12 months"
01331,Cambridge,MA,02139,2BR,4042,"Property Management Co","12 months"
01332,"San Antonio",TX,78201,3BR,3531,REIT,"12 months"
01333,Denver,CO,80201,4BR+,7210,"Property Management Co","24 months"
01334,"San Francisco",CA,94102,4BR+,11803,LLC,"18 months"
01335,Washington,DC,20001,4BR+,7473,"Property Management Co","24 months"
01336,Arlington,VA,22201,2BR,3494,REIT,"12 months"
01337,"San Francisco",CA,94102,Studio,2400,LLC,"12 months"
01338,Nashville,TN,37206,3BR,5466,Individual,"24 months"
01339,Washington,DC,20009,1BR,1204,LLC,"6 months"
01340,Chicago,IL,60647,1BR,1666,Corporate,"6 months"
01341,Seattle,WA,98101,3BR,6894,Individual,"12 months"
01342,Phoenix,AZ,85001,3BR,4456,Corporate,"24 months"
01343,Washington,DC,20009,Studio,1546,Corporate,"18 months"
01344,Oakland,CA,94601,2BR,4246,Corporate,"12 months"
01346,Houston,TX,77019,4BR+,3271,Individual,"18 months"
01347,Chicago,IL,60601,Studio,805,Corporate,"12 months"
01348,Scottsdale,AZ,85251,4BR+,7485,"Property Management Co","24 months"
01350,Decatur,GA,30030,3BR,4442,LLC,"12 months"
01351,Denver,CO,,4BR+,4201,Individual,"6 months"
01352,Houston,TX,77001,Studio,2113,LLC,"6 months"
01353,Denver,CO,80205,Studio,973,Individual,"12 months"
01354,Seattle,WA,98101,Studio,2074,Individual,"6 months"
01356,Oakland,CA,94601,3BR,5037,Corporate,"24 months"
01357,Miami,FL,33130,1BR,2252,"Property Management Co","12 months"
01358,Denver,CO,80205,4BR+,3943,REIT,"6 months"
01359,"Fort Lauderdale",FL,33301,2BR,3711,REIT,"24 months"
01360,"San Francisco",CA,94110,Studio,1498,LLC,"18 months"
01361,Aurora,CO,,Studio,1824,REIT,"6 months"
01362,Boston,MA,02101,2BR,3952,REIT,"12 months"
01363,"San Antonio",TX,78201,Studio,1786,"Property Management Co","18 months"
01364,"San Antonio",TX,,4BR+,5401,Corporate,"12 months"
01365,Chicago,IL,60647,3BR,4581,"Property Management Co","6 months"
01366,Cambridge,MA,02139,3BR,5088,Individual,"12 months"
01367,Miami,FL,33101,Studio,1236,Individual,"12 months"
01368,Atlanta,GA,30308,1BR,3099,REIT,"24 months"
01369,Atlanta,GA,30301,1BR,1671,REIT,"12 months"
01370,Austin,TX,78704,Studio,1472,Individual,"12 months"
01371,"Los Angeles",CA,90036,3BR,3950,,"12 months"
01372,Austin,TX,78704,Studio,814,Corporate,"12 months"
01373,Scottsdale,AZ,85251,Studio,914,"Property Management Co","12 months"
01374,"New York",NY,10003,1BR,3751,"Property Management Co","12 months"
01375,Washington,DC,20009,2BR,2553,"Property Management Co","6 months"
01377,Decatur,GA,30030,4BR+,4054,LLC,"12 months"
01378,Decatur,GA,300XX,Studio,878,REIT,"12 months"
01379,"San Antonio",TX,78201,4BR+,5790,Individual,"12 months"
01380,Brooklyn,NY,11205,4BR+,8344,Individual,"24 months"
01381,Chicago,IL,60647,Studio,1413,LLC,"12 months"
01382,Cambridge,MA,02139,1BR,1475,Individual,"12 months"
01383,Nashville,TN,37201,1BR,3058,Individual,"12 months"
01384,Houston,TX,77025,2BR,3537,Individual,"6 months"
01385,Portland,OR,97201,1BR,1442,"Property Management Co","18 months"
01386,"Los Angeles",CA,90001,4BR+,3574,"Property Management Co","12 months"
01387,Queens,NY,11101,Studio,2141,,"12 months"
01389,Houston,TX,77001,3BR,2580,LLC,"12 months"
01390,"New York",NY,10002,Studio,2260,REIT,"6 months"
01391,"Fort Lauderdale",FL,33301,Studio,1945,LLC,"24 months"
01392,"New York",NY,10001,4BR+,8493,LLC,"12 months"
01393,Miami,FL,,3BR,5109,REIT,"24 months"
01394,"Fort Lauderdale",FL,33301,Studio,1604,Individual,"6 months"
01396,Boston,MA,02101,2BR,3152,REIT,"24 months"
01400,Boston,MA,02101,4BR+,4484,REIT,"6 months"
01401,"New York",NY,10001,Studio,2473,Corporate,"12 months"
01402,Queens,NY,11101,Studio,908,LLC,"12 months"
01403,Chicago,IL,60647,1BR,2536,Individual,"12 months"
01404,Phoenix,AZ,85001,Studio,969,Individual,"6 months"
01405,Brooklyn,NY,11205,2BR,3963,"Property Management Co","18 months"
01406,Arlington,VA,22201,2BR,3635,Individual,"6 months"
01407,Decatur,GA,30030,1BR,2763,LLC,"12 months"
01408,Nashville,TN,37201,4BR+,3113,LLC,"12 months"
01409,Austin,TX,78701,4BR+,3287,"Property Management Co","12 months"
01411,"Los Angeles",CA,90036,1BR,1861,"Property Management Co","12 months"
01412,Miami,FL,33130,Studio,1580,LLC,"12 months"
01413,Denver,CO,80205,3BR,2757,Corporate,"12 months"
01415,Houston,TX,77019,4BR+,3675,Individual,"6 months"
01416,Arlington,VA,22201,3BR,3660,REIT,"18 months"
01417,Austin,TX,78701,4BR+,5155,LLC,"6 months"
01418,Miami,"FL ",33101,1BR,3188,LLC,"12 months"
01419,Houston,TX,77025,"2 bed",3529,Corporate,"12 months"
01420,"San Francisco",CA,94102,3BR,4564,REIT,"12 months"
01421,Brooklyn,NY,11205,3BR,3492,REIT,"24 months"
01422,Chicago,IL,606XX,1BR,2267,"Property Management Co","24 months"
01423,Chicago,IL,60601,3BR,5368,LLC,"12 months"
01424,Seattle,WA,98101,2BR,2488,Corporate,"24 months"
01425,Bellevue,WA,98004,1BR,1222,LLC,"12 months"
01426,"New York",NY,10003,4BR+,7132,LLC,"12 months"
01428,Seattle,WA,98103,4BR+,7689,Corporate,"12 months"
01432,"New York",NY,10001,2BR,6070,Corporate,"12 months"
01433,"New York",NY,10003,4BR+,7119,Corporate,"6 months"
01434,Denver,CO,80201,4BR+,7017,Corporate,"12 months"
01435,Bellevue,WA,98004,2BR,3628,Individual,"18 months"
01436,Denver,CO,,4BR+,5816,LLC,"12 months"
01437,"New York",NY,10003,4BR+,4968,REIT,"24 months"
01438,"San Antonio",TX,78201,2BR,3370,Individual,"12 months"
01439,Chicago,IL,60647,2BR,3460,"Property Management Co","12 months"
01440,"San Francisco",CA,94110,Studio,1612,REIT,"24 months"
01441,Aurora,CO,80010,3BR,3821,Individual,"12 months"
01442,Boston,MA,02101,1BR,2698,Individual,"6 months"
01444,Portland,OR,97201,Studio,1375,Individual,"12 months"
01446,Seattle,WA,98101,2BR,3709,REIT,"24 months"
01447,Decatur,GA,30030,1BR,1203,"Property Management Co","12 months"
01450,Phoenix,AZ,85001,Studio,1050,REIT,"24 months"
01451,Atlanta,GA,30308,2BR,4167,"Property Management Co","12 months"
01452,Tempe,AZ,85281,1BR,2281,,"24 months"
01453,Atlanta,GA,30301,1BR,2997,,"18 months"
01454,Chicago,IL,60601,Studio,1170,Corporate,"18 months"
01455,Austin,TX,78701,4BR+,8407,REIT,"24 months"
01456,Seattle,WA,98103,3BR,4905,"Property Management Co","24 months"
01457,Boston,MA,02101,4BR+,8123,"Property Management Co","12 months"
01459,Chicago,IL,60647,3BR,3021,Individual,"12 months"
01461,Queens,NY,11101,2BR,3772,Corporate,"24 months"
01462,Chicago,IL,60647,Studio,1545,Corporate,"24 months"
01463,Boston,MA,02101,2BR,3510,LLC,"24 months"
01464,Oakland,CA,94601,3BR,3750,Corporate,"24 months"
01465,Austin,TX,78701,2BR,2680,Corporate,"24 months"
01466,Washington,DC,20009,1BR,1196,REIT,"12 months"
01469,Houston,TX,77001,2BR,2751,LLC,"6 months"
01470,"San Francisco",CA,94102,2BR,2944,"Property Management Co","12 months"
01472,Denver,CO,80205,4BR+,6853,Corporate,"12 months"
01473,Oakland,"CA ",94601,4BR+,4696,"Property Management Co","12 months"
01474,"New York",NY,,3BR,4558,REIT,"12 months"
01476,Miami,FL,33130,2BR,4006,Individual,"24 months"
01478,Chicago,IL,60614,Studio,1040,"Property Management Co","6 months"
01479,Portland,OR,97201,Studio,1960,Corporate,"12 months"
01480,Atlanta,GA,30301,Studio,1567,Corporate,"18 months"
01482,Seattle,WA,98101,4BR+,11529,REIT,"6 months"
01483,Brooklyn,NY,11201,4BR+,8551,LLC,"12 months"
01484,Phoenix,AZ,85001,4BR+,3508,Individual,"12 months"
01485,Nashville,TN,37201,3BR,3691,Corporate,"6 months"
01486,Seattle,WA,98101,2BR,4096,REIT,"24 months"
01487,Houston,TX,77019,1BR,3081,REIT,"24 months"
01488,Phoenix,AZ,85001,4BR+,7743,Individual,"24 months"
01489,"New York",NY,10002,Studio,1302,Corporate,"6 months"
01490,Chicago,IL,60647,Studio,2163,"Property Management Co","12 months"
01491,"Los Angeles",CA,90036,Studio,1913,LLC,"18 months"
01492,Austin,TX,78701,3BR,5414,Individual,"18 months"
01493,Washington,DC,20001,2BR,2939,LLC,"6 months"
01494,Nashville,TN,37201,4BR+,4195,LLC,"12 months"
01495,Tempe,AZ,85281,3BR,5817,"Property Management Co","12 months"
01496,Tempe,AZ,85281,3BR,5831,Corporate,"12 months"
01497,Boston,MA,02115,1BR,2137,LLC,"6 months"
01498,Boston,MA,02101,3BR,3116,"Property Management Co","12 months"
01500,Cambridge,MA,02139,4BR+,4087,Individual,"24 months"
01501,Cambridge,MA,02139,Studio,1252,"Property Management Co","18 months"
01502,"Los Angeles",CA,90036,"1 bed",2935,REIT,"6 months"
01503,Nashville,TN,37206,1BR,3037,REIT,"6 months"
01504,Portland,OR,97201,"2 bed",7905,REIT,"12 months"
01505,Boston,MA,02101,3BR,3415,REIT,"12 months"
01506,Brooklyn,NY,11205,Studio,2191,REIT,"24 months"
01507,Brooklyn,NY,11201,Studio,2974,LLC,"24 months"
01508,"San Francisco",CA,94102,3BR,8463,LLC,"24 months"
01509,Cambridge,MA,02139,4BR+,7490,REIT,"12 months"
01510,Boston,MA,02115,1BR,1929,"Property Management Co","24 months"
01511,Chicago,IL,60614,3BR,4893,Corporate,"12 months"
01512,"San Francisco",CA,94102,Studio,2907,"Property Management Co","12 months"
01513,Nashville,TN,37201,4BR+,7149,"Property Management Co","18 months"
01514,Nashville,TN,37206,Studio,2014,LLC,"12 months"
01515,Boston,MA,02115,Studio,1669,"Property Management Co","24 months"
01516,Nashville,TN,37206,2BR,2485,"Property Management Co","12 months"
01517,Scottsdale,AZ,85251,Studio,1982,Corporate,"12 months"
01518,Boston,MA,02101,2BR,4424,LLC,"12 months"
01519,"Los Angeles",CA,90036,1BR,2005,REIT,"12 months"
01520,"San Francisco",CA,94102,Studio,2608,LLC,"18 months"
01521,"New York",NY,10003,1BR,3942,,"12 months"
